FIPS,State,Year,Month,Employable Population,Employed,Unemployed
21,Kentucky,2016,10,"2,030,929","1,926,438","104,491"
22,Louisiana,2016,10,"2,108,204","1,980,936","127,268"
23,Maine,2016,10,"695,680","670,000","25,680"
24,Maryland,2016,10,"3,180,773","3,039,575","141,198"
25,Massachusetts,2016,10,"3,638,490","3,503,404","135,086"
26,Michigan,2016,10,"4,869,773","4,621,804","247,969"
27,Minnesota,2016,10,"3,044,793","2,922,732","122,061"
28,Mississippi,2016,10,"1,280,678","1,208,594","72,084"
29,Missouri,2016,10,"3,078,240","2,934,973","143,267"
30,Montana,2016,10,"522,905","501,814","21,091"
31,Nebraska,2016,10,"1,008,864","977,448","31,416"
32,Nevada,2016,10,"1,432,980","1,355,305","77,675"
33,New Hampshire,2016,10,"753,096","731,748","21,348"
34,New Jersey,2016,10,"4,468,604","4,251,355","217,249"
35,New Mexico,2016,10,"936,574","874,883","61,691"
36,New York,2016,10,"9,536,267","9,064,636","471,631"
37,North Carolina,2016,10,"4,890,145","4,641,160","248,985"
38,North Dakota,2016,10,"412,441","400,363","12,078"
39,Ohio,2016,10,"5,748,843","5,452,613","296,230"
40,Oklahoma,2016,10,"1,829,179","1,740,737","88,442"
41,Oregon,2016,10,"2,060,099","1,965,957","94,142"
42,Pennsylvania,2016,10,"6,447,013","6,099,457","347,556"
44,Rhode Island,2016,10,"552,689","525,405","27,284"
45,South Carolina,2016,10,"2,300,329","2,191,210","109,119"
46,South Dakota,2016,10,"453,880","439,859","14,021"
47,Tennessee,2016,10,"3,150,157","2,999,227","150,930"
48,Texas,2016,10,"13,416,647","12,773,301","643,346"
49,Utah,2016,10,"1,520,334","1,469,678","50,656"
50,Vermont,2016,10,"345,320","334,465","10,855"
51,Virginia,2016,10,"4,265,400","4,087,526","177,874"
53,Washington,2016,10,"3,669,448","3,483,118","186,330"
54,West Virginia,2016,10,"781,278","735,807","45,471"
55,Wisconsin,2016,10,"3,127,183","3,006,067","121,116"
56,Wyoming,2016,10,"297,247","282,295","14,952"
1,Alabama,2016,11,"2,192,334","2,065,186","127,148"
2,Alaska,2016,11,"361,337","336,280","25,057"
4,Arizona,2016,11,"3,266,978","3,097,002","169,976"
5,Arkansas,2016,11,"1,340,333","1,289,558","50,775"
6,California,2016,11,"19,087,209","18,064,320","1,022,889"
8,Colorado,2016,11,"2,921,204","2,834,285","86,919"
9,Connecticut,2016,11,"1,899,217","1,806,906","92,311"
10,Delaware,2016,11,"472,358","450,888","21,470"
11,District of Columbia,2016,11,"397,325","373,390","23,935"
12,Florida,2016,11,"9,921,043","9,451,798","469,245"
13,Georgia,2016,11,"4,975,347","4,708,188","267,159"
15,Hawaii,2016,11,"687,668","668,305","19,363"
16,Idaho,2016,11,"821,434","791,916","29,518"
17,Illinois,2016,11,"6,502,562","6,143,598","358,964"
18,Indiana,2016,11,"3,323,069","3,186,061","137,008"
19,Iowa,2016,11,"1,680,460","1,621,291","59,169"
20,Kansas,2016,11,"1,479,556","1,419,671","59,885"
21,Kentucky,2016,11,"2,035,072","1,929,618","105,454"
22,Louisiana,2016,11,"2,105,093","1,979,313","125,780"
23,Maine,2016,11,"696,425","671,021","25,404"
24,Maryland,2016,11,"3,185,102","3,044,368","140,734"
25,Massachusetts,2016,11,"3,644,912","3,508,570","136,342"
26,Michigan,2016,11,"4,872,226","4,624,704","247,522"
27,Minnesota,2016,11,"3,046,156","2,925,607","120,549"
28,Mississippi,2016,11,"1,280,720","1,209,672","71,048"
29,Missouri,2016,11,"3,072,652","2,935,010","137,642"
30,Montana,2016,11,"523,088","502,106","20,982"
31,Nebraska,2016,11,"1,008,654","977,413","31,241"
32,Nevada,2016,11,"1,435,438","1,358,635","76,803"
33,New Hampshire,2016,11,"752,976","731,697","21,279"
34,New Jersey,2016,11,"4,465,906","4,252,582","213,324"
35,New Mexico,2016,11,"936,133","875,127","61,006"
36,New York,2016,11,"9,531,775","9,065,980","465,795"
37,North Carolina,2016,11,"4,897,719","4,649,715","248,004"
38,North Dakota,2016,11,"412,209","400,270","11,939"
39,Ohio,2016,11,"5,753,886","5,454,263","299,623"
40,Oklahoma,2016,11,"1,828,368","1,741,517","86,851"
41,Oregon,2016,11,"2,062,092","1,970,720","91,372"
42,Pennsylvania,2016,11,"6,443,076","6,099,876","343,200"
44,Rhode Island,2016,11,"552,313","525,857","26,456"
45,South Carolina,2016,11,"2,300,988","2,193,555","107,433"
46,South Dakota,2016,11,"453,963","439,833","14,130"
47,Tennessee,2016,11,"3,153,153","3,003,560","149,593"
48,Texas,2016,11,"13,432,470","12,788,698","643,772"
49,Utah,2016,11,"1,523,755","1,473,056","50,699"
50,Vermont,2016,11,"345,362","334,551","10,811"
51,Virginia,2016,11,"4,271,133","4,094,578","176,555"
53,Washington,2016,11,"3,675,229","3,491,362","183,867"
54,West Virginia,2016,11,"780,202","735,999","44,203"
55,Wisconsin,2016,11,"3,126,992","3,007,705","119,287"
56,Wyoming,2016,11,"296,564","281,982","14,582"
1,Alabama,2016,12,"2,191,838","2,067,861","123,977"
2,Alaska,2016,12,"361,295","336,208","25,087"
4,Arizona,2016,12,"3,274,591","3,105,519","169,072"
5,Arkansas,2016,12,"1,340,253","1,290,214","50,039"
6,California,2016,12,"19,094,492","18,085,431","1,009,061"
8,Colorado,2016,12,"2,927,937","2,843,705","84,232"
9,Connecticut,2016,12,"1,901,230","1,809,412","91,818"
10,Delaware,2016,12,"472,852","451,229","21,623"
11,District of Columbia,2016,12,"397,933","373,976","23,957"
12,Florida,2016,12,"9,946,734","9,483,247","463,487"
13,Georgia,2016,12,"4,985,686","4,721,455","264,231"
15,Hawaii,2016,12,"687,924","668,843","19,081"
16,Idaho,2016,12,"822,574","793,562","29,012"
17,Illinois,2016,12,"6,492,891","6,142,661","350,230"
18,Indiana,2016,12,"3,320,863","3,187,493","133,370"
19,Iowa,2016,12,"1,677,455","1,619,471","57,984"
20,Kansas,2016,12,"1,478,564","1,420,053","58,511"
21,Kentucky,2016,12,"2,039,044","1,933,014","106,030"
22,Louisiana,2016,12,"2,103,040","1,979,129","123,911"
23,Maine,2016,12,"696,972","671,890","25,082"
24,Maryland,2016,12,"3,188,861","3,049,016","139,845"
25,Massachusetts,2016,12,"3,651,575","3,514,023","137,552"
26,Michigan,2016,12,"4,872,911","4,628,778","244,133"
27,Minnesota,2016,12,"3,047,127","2,929,230","117,897"
28,Mississippi,2016,12,"1,280,605","1,210,656","69,949"
29,Missouri,2016,12,"3,067,717","2,936,206","131,511"
30,Montana,2016,12,"523,331","502,422","20,909"
31,Nebraska,2016,12,"1,008,562","977,642","30,920"
32,Nevada,2016,12,"1,438,200","1,362,175","76,025"
33,New Hampshire,2016,12,"752,757","731,555","21,202"
34,New Jersey,2016,12,"4,463,317","4,254,125","209,192"
35,New Mexico,2016,12,"935,816","875,553","60,263"
36,New York,2016,12,"9,529,163","9,071,509","457,654"
37,North Carolina,2016,12,"4,903,564","4,658,756","244,808"
38,North Dakota,2016,12,"411,997","400,214","11,783"
39,Ohio,2016,12,"5,758,839","5,458,134","300,705"
40,Oklahoma,2016,12,"1,827,523","1,742,462","85,061"
41,Oregon,2016,12,"2,064,658","1,975,823","88,835"
42,Pennsylvania,2016,12,"6,439,878","6,101,979","337,899"
44,Rhode Island,2016,12,"552,018","526,332","25,686"
45,South Carolina,2016,12,"2,301,759","2,196,060","105,699"
46,South Dakota,2016,12,"454,122","439,900","14,222"
47,Tennessee,2016,12,"3,155,303","3,008,622","146,681"
48,Texas,2016,12,"13,449,886","12,808,057","641,829"
49,Utah,2016,12,"1,527,197","1,476,432","50,765"
50,Vermont,2016,12,"345,332","334,549","10,783"
51,Virginia,2016,12,"4,276,971","4,102,515","174,456"
53,Washington,2016,12,"3,681,023","3,499,749","181,274"
54,West Virginia,2016,12,"779,111","736,338","42,773"
55,Wisconsin,2016,12,"3,126,899","3,010,266","116,633"
56,Wyoming,2016,12,"295,893","281,742","14,151"
1,Alabama,2017,1,"2,190,329","2,071,081","119,248"
2,Alaska,2017,1,"361,184","336,091","25,093"
4,Arizona,2017,1,"3,282,429","3,114,283","168,146"
5,Arkansas,2017,1,"1,340,760","1,291,336","49,424"
6,California,2017,1,"19,105,316","18,112,068","993,248"
8,Colorado,2017,1,"2,935,360","2,853,461","81,899"
9,Connecticut,2017,1,"1,903,526","1,811,745","91,781"
10,Delaware,2017,1,"473,437","451,676","21,761"
11,District of Columbia,2017,1,"398,514","374,473","24,041"
12,Florida,2017,1,"9,973,240","9,517,115","456,125"
13,Georgia,2017,1,"4,996,271","4,736,145","260,126"
15,Hawaii,2017,1,"688,024","669,251","18,773"
16,Idaho,2017,1,"823,861","795,361","28,500"
17,Illinois,2017,1,"6,484,711","6,143,987","340,724"
18,Indiana,2017,1,"3,320,158","3,191,055","129,103"
19,Iowa,2017,1,"1,674,974","1,618,128","56,846"
20,Kansas,2017,1,"1,477,592","1,420,459","57,133"
21,Kentucky,2017,1,"2,042,918","1,936,729","106,189"
22,Louisiana,2017,1,"2,102,045","1,980,236","121,809"
23,Maine,2017,1,"697,362","672,583","24,779"
24,Maryland,2017,1,"3,192,342","3,053,498","138,844"
25,Massachusetts,2017,1,"3,658,490","3,519,862","138,628"
26,Michigan,2017,1,"4,872,537","4,634,443","238,094"
27,Minnesota,2017,1,"3,048,278","2,933,511","114,767"
28,Mississippi,2017,1,"1,280,467","1,211,585","68,882"
29,Missouri,2017,1,"3,064,503","2,938,306","126,197"
30,Montana,2017,1,"523,682","502,819","20,863"
31,Nebraska,2017,1,"1,008,670","978,150","30,520"
32,Nevada,2017,1,"1,441,360","1,365,954","75,406"
33,New Hampshire,2017,1,"752,635","731,535","21,100"
34,New Jersey,2017,1,"4,461,746","4,256,013","205,733"
35,New Mexico,2017,1,"935,709","876,205","59,504"
36,New York,2017,1,"9,530,913","9,080,374","450,539"
37,North Carolina,2017,1,"4,908,232","4,668,246","239,986"
38,North Dakota,2017,1,"411,825","400,253","11,572"
39,Ohio,2017,1,"5,763,952","5,464,013","299,939"
40,Oklahoma,2017,1,"1,827,099","1,743,751","83,348"
41,Oregon,2017,1,"2,068,179","1,981,334","86,845"
42,Pennsylvania,2017,1,"6,438,537","6,105,806","332,731"
44,Rhode Island,2017,1,"551,878","526,824","25,054"
45,South Carolina,2017,1,"2,302,787","2,198,812","103,975"
46,South Dakota,2017,1,"454,425","440,134","14,291"
47,Tennessee,2017,1,"3,157,342","3,014,969","142,373"
48,Texas,2017,1,"13,469,939","12,832,003","637,936"
49,Utah,2017,1,"1,530,749","1,479,893","50,856"
50,Vermont,2017,1,"345,256","334,506","10,750"
51,Virginia,2017,1,"4,283,427","4,111,349","172,078"
53,Washington,2017,1,"3,687,410","3,508,427","178,983"
54,West Virginia,2017,1,"778,115","736,779","41,336"
55,Wisconsin,2017,1,"3,127,391","3,013,979","113,412"
56,Wyoming,2017,1,"295,208","281,572","13,636"
1,Alabama,2017,2,"2,188,348","2,074,705","113,643"
2,Alaska,2017,2,"360,999","335,923","25,076"
4,Arizona,2017,2,"3,290,284","3,123,321","166,963"
5,Arkansas,2017,2,"1,341,916","1,292,907","49,009"
6,California,2017,2,"19,119,415","18,143,174","976,241"
8,Colorado,2017,2,"2,943,654","2,863,479","80,175"
9,Connecticut,2017,2,"1,905,362","1,813,502","91,860"
10,Delaware,2017,2,"474,041","452,188","21,853"
11,District of Columbia,2017,2,"399,077","374,887","24,190"
12,Florida,2017,2,"10,000,028","9,552,058","447,970"
13,Georgia,2017,2,"5,007,182","4,751,931","255,251"
15,Hawaii,2017,2,"687,957","669,537","18,420"
16,Idaho,2017,2,"825,364","797,354","28,010"
17,Illinois,2017,2,"6,478,255","6,146,694","331,561"
18,Indiana,2017,2,"3,320,973","3,196,536","124,437"
19,Iowa,2017,2,"1,673,335","1,617,568","55,767"
20,Kansas,2017,2,"1,476,730","1,420,853","55,877"
21,Kentucky,2017,2,"2,046,620","1,940,603","106,017"
22,Louisiana,2017,2,"2,101,611","1,982,282","119,329"
23,Maine,2017,2,"697,622","673,093","24,529"
24,Maryland,2017,2,"3,195,617","3,057,764","137,853"
25,Massachusetts,2017,2,"3,665,221","3,525,821","139,400"
26,Michigan,2017,2,"4,871,666","4,641,291","230,375"
27,Minnesota,2017,2,"3,049,745","2,938,220","111,525"
28,Mississippi,2017,2,"1,280,290","1,212,402","67,888"
29,Missouri,2017,2,"3,062,879","2,941,004","121,875"
30,Montana,2017,2,"524,142","503,310","20,832"
31,Nebraska,2017,2,"1,008,992","978,897","30,095"
32,Nevada,2017,2,"1,444,847","1,369,897","74,950"
33,New Hampshire,2017,2,"752,715","731,771","20,944"
34,New Jersey,2017,2,"4,461,245","4,257,961","203,284"
35,New Mexico,2017,2,"935,778","877,084","58,694"
36,New York,2017,2,"9,537,224","9,091,221","446,003"
37,North Carolina,2017,2,"4,912,098","4,678,040","234,058"
38,North Dakota,2017,2,"411,676","400,375","11,301"
39,Ohio,2017,2,"5,769,047","5,471,173","297,874"
40,Oklahoma,2017,2,"1,827,377","1,745,589","81,788"
41,Oregon,2017,2,"2,072,672","1,987,188","85,484"
42,Pennsylvania,2017,2,"6,438,587","6,110,693","327,894"
44,Rhode Island,2017,2,"551,909","527,291","24,618"
45,South Carolina,2017,2,"2,303,971","2,201,818","102,153"
46,South Dakota,2017,2,"454,822","440,485","14,337"
47,Tennessee,2017,2,"3,159,650","3,022,805","136,845"
48,Texas,2017,2,"13,490,852","12,860,135","630,717"
49,Utah,2017,2,"1,534,344","1,483,394","50,950"
50,Vermont,2017,2,"345,177","334,487","10,690"
51,Virginia,2017,2,"4,290,337","4,120,793","169,544"
53,Washington,2017,2,"3,694,700","3,517,567","177,133"
54,West Virginia,2017,2,"777,364","737,246","40,118"
55,Wisconsin,2017,2,"3,128,569","3,018,688","109,881"
56,Wyoming,2017,2,"294,529","281,452","13,077"
1,Alabama,2017,3,"2,186,288","2,078,249","108,039"
2,Alaska,2017,3,"360,734","335,685","25,049"
4,Arizona,2017,3,"3,297,732","3,132,221","165,511"
5,Arkansas,2017,3,"1,343,493","1,294,611","48,882"
6,California,2017,3,"19,134,439","18,173,987","960,452"
8,Colorado,2017,3,"2,952,715","2,873,408","79,307"
9,Connecticut,2017,3,"1,905,939","1,814,156","91,783"
10,Delaware,2017,3,"474,607","452,714","21,893"
11,District of Columbia,2017,3,"399,617","375,233","24,384"
12,Florida,2017,3,"10,024,862","9,584,532","440,330"
13,Georgia,2017,3,"5,017,944","4,767,674","250,270"
15,Hawaii,2017,3,"687,625","669,607","18,018"
16,Idaho,2017,3,"827,000","799,434","27,566"
17,Illinois,2017,3,"6,473,705","6,149,056","324,649"
18,Indiana,2017,3,"3,322,744","3,202,420","120,324"
19,Iowa,2017,3,"1,672,548","1,617,761","54,787"
20,Kansas,2017,3,"1,476,127","1,421,191","54,936"
21,Kentucky,2017,3,"2,049,770","1,944,029","105,741"
22,Louisiana,2017,3,"2,101,300","1,984,718","116,582"
23,Maine,2017,3,"697,763","673,414","24,349"
24,Maryland,2017,3,"3,198,457","3,061,471","136,986"
25,Massachusetts,2017,3,"3,671,099","3,531,228","139,871"
26,Michigan,2017,3,"4,870,707","4,647,704","223,003"
27,Minnesota,2017,3,"3,051,441","2,942,677","108,764"
28,Mississippi,2017,3,"1,279,940","1,212,873","67,067"
29,Missouri,2017,3,"3,062,473","2,943,685","118,788"
30,Montana,2017,3,"524,653","503,847","20,806"
31,Nebraska,2017,3,"1,009,492","979,770","29,722"
32,Nevada,2017,3,"1,448,446","1,373,828","74,618"
33,New Hampshire,2017,3,"752,975","732,242","20,733"
34,New Jersey,2017,3,"4,461,144","4,258,943","202,201"
35,New Mexico,2017,3,"935,831","878,012","57,819"
36,New York,2017,3,"9,545,838","9,100,810","445,028"
37,North Carolina,2017,3,"4,915,480","4,687,202","228,278"
38,North Dakota,2017,3,"411,474","400,473","11,001"
39,Ohio,2017,3,"5,773,554","5,477,830","295,724"
40,Oklahoma,2017,3,"1,828,311","1,747,876","80,435"
41,Oregon,2017,3,"2,077,839","1,993,011","84,828"
42,Pennsylvania,2017,3,"6,438,280","6,114,675","323,605"
44,Rhode Island,2017,3,"552,083","527,711","24,372"
45,South Carolina,2017,3,"2,305,250","2,204,694","100,556"
46,South Dakota,2017,3,"455,220","440,838","14,382"
47,Tennessee,2017,3,"3,162,582","3,031,826","130,756"
48,Texas,2017,3,"13,509,998","12,889,646","620,352"
49,Utah,2017,3,"1,537,790","1,486,736","51,054"
50,Vermont,2017,3,"345,141","334,542","10,599"
51,Virginia,2017,3,"4,296,893","4,129,781","167,112"
53,Washington,2017,3,"3,702,713","3,526,769","175,944"
54,West Virginia,2017,3,"776,921","737,577","39,344"
55,Wisconsin,2017,3,"3,130,104","3,023,461","106,643"
56,Wyoming,2017,3,"293,902","281,354","12,548"
1,Alabama,2017,4,"2,184,662","2,081,749","102,913"
2,Alaska,2017,4,"360,424","335,404","25,020"
4,Arizona,2017,4,"3,305,044","3,141,191","163,853"
5,Arkansas,2017,4,"1,345,229","1,296,194","49,035"
6,California,2017,4,"19,150,981","18,203,726","947,255"
8,Colorado,2017,4,"2,962,529","2,883,199","79,330"
9,Connecticut,2017,4,"1,905,002","1,813,667","91,335"
10,Delaware,2017,4,"475,140","453,265","21,875"
11,District of Columbia,2017,4,"400,146","375,563","24,583"
12,Florida,2017,4,"10,046,850","9,613,039","433,811"
13,Georgia,2017,4,"5,029,137","4,783,506","245,631"
15,Hawaii,2017,4,"686,961","669,390","17,571"
16,Idaho,2017,4,"828,758","801,577","27,181"
17,Illinois,2017,4,"6,472,076","6,151,235","320,841"
18,Indiana,2017,4,"3,325,547","3,207,896","117,651"
19,Iowa,2017,4,"1,672,630","1,618,631","53,999"
20,Kansas,2017,4,"1,475,989","1,421,563","54,426"
21,Kentucky,2017,4,"2,052,310","1,947,010","105,300"
22,Louisiana,2017,4,"2,101,151","1,987,448","113,703"
23,Maine,2017,4,"697,864","673,642","24,222"
24,Maryland,2017,4,"3,200,983","3,064,767","136,216"
25,Massachusetts,2017,4,"3,676,244","3,536,178","140,066"
26,Michigan,2017,4,"4,871,408","4,653,371","218,037"
27,Minnesota,2017,4,"3,053,567","2,946,664","106,903"
28,Mississippi,2017,4,"1,279,531","1,213,077","66,454"
29,Missouri,2017,4,"3,063,071","2,946,310","116,761"
30,Montana,2017,4,"525,152","504,360","20,792"
31,Nebraska,2017,4,"1,010,113","980,653","29,460"
32,Nevada,2017,4,"1,452,048","1,377,714","74,334"
33,New Hampshire,2017,4,"753,375","732,862","20,513"
34,New Jersey,2017,4,"4,461,194","4,258,672","202,522"
35,New Mexico,2017,4,"935,820","878,905","56,915"
36,New York,2017,4,"9,555,504","9,108,274","447,230"
37,North Carolina,2017,4,"4,919,929","4,696,347","223,582"
38,North Dakota,2017,4,"411,179","400,441","10,738"
39,Ohio,2017,4,"5,777,686","5,483,584","294,102"
40,Oklahoma,2017,4,"1,830,043","1,750,709","79,334"
41,Oregon,2017,4,"2,083,300","1,998,465","84,835"
42,Pennsylvania,2017,4,"6,436,939","6,117,208","319,731"
44,Rhode Island,2017,4,"552,359","528,108","24,251"
45,South Carolina,2017,4,"2,306,727","2,207,324","99,403"
46,South Dakota,2017,4,"455,580","441,133","14,447"
47,Tennessee,2017,4,"3,167,000","3,042,293","124,707"
48,Texas,2017,4,"13,527,910","12,919,986","607,924"
49,Utah,2017,4,"1,540,998","1,489,857","51,141"
50,Vermont,2017,4,"345,195","334,713","10,482"
51,Virginia,2017,4,"4,303,237","4,138,362","164,875"
53,Washington,2017,4,"3,711,308","3,535,824","175,484"
54,West Virginia,2017,4,"776,906","737,840","39,066"
55,Wisconsin,2017,4,"3,132,004","3,027,791","104,213"
56,Wyoming,2017,4,"293,398","281,264","12,134"
1,Alabama,2017,5,"2,183,769","2,085,452","98,317"
2,Alaska,2017,5,"360,108","335,115","24,993"
4,Arizona,2017,5,"3,312,332","3,150,385","161,947"
5,Arkansas,2017,5,"1,346,838","1,297,486","49,352"
6,California,2017,5,"19,168,420","18,232,933","935,487"
8,Colorado,2017,5,"2,972,877","2,892,795","80,082"
9,Connecticut,2017,5,"1,902,767","1,812,276","90,491"
10,Delaware,2017,5,"475,650","453,866","21,784"
11,District of Columbia,2017,5,"400,658","375,913","24,745"
12,Florida,2017,5,"10,064,912","9,636,809","428,103"
13,Georgia,2017,5,"5,040,587","4,799,555","241,032"
15,Hawaii,2017,5,"685,965","668,886","17,079"
16,Idaho,2017,5,"830,629","803,777","26,852"
17,Illinois,2017,5,"6,473,346","6,153,887","319,459"
18,Indiana,2017,5,"3,329,235","3,212,573","116,662"
19,Iowa,2017,5,"1,673,258","1,619,914","53,344"
20,Kansas,2017,5,"1,476,241","1,422,035","54,206"
21,Kentucky,2017,5,"2,054,272","1,949,791","104,481"
22,Louisiana,2017,5,"2,101,066","1,990,432","110,634"
23,Maine,2017,5,"697,957","673,861","24,096"
24,Maryland,2017,5,"3,203,310","3,067,910","135,400"
25,Massachusetts,2017,5,"3,680,990","3,541,090","139,900"
26,Michigan,2017,5,"4,874,830","4,658,487","216,343"
27,Minnesota,2017,5,"3,055,914","2,950,324","105,590"
28,Mississippi,2017,5,"1,279,058","1,213,124","65,934"
29,Missouri,2017,5,"3,064,079","2,948,979","115,100"
30,Montana,2017,5,"525,591","504,808","20,783"
31,Nebraska,2017,5,"1,010,770","981,453","29,317"
32,Nevada,2017,5,"1,455,550","1,381,585","73,965"
33,New Hampshire,2017,5,"753,864","733,522","20,342"
34,New Jersey,2017,5,"4,460,983","4,257,252","203,731"
35,New Mexico,2017,5,"935,772","879,750","56,022"
36,New York,2017,5,"9,564,471","9,113,926","450,545"
37,North Carolina,2017,5,"4,926,285","4,706,367","219,918"
38,North Dakota,2017,5,"410,788","400,217","10,571"
39,Ohio,2017,5,"5,781,512","5,488,731","292,781"
40,Oklahoma,2017,5,"1,832,576","1,754,120","78,456"
41,Oregon,2017,5,"2,088,485","2,003,240","85,245"
42,Pennsylvania,2017,5,"6,433,906","6,118,328","315,578"
44,Rhode Island,2017,5,"552,663","528,476","24,187"
45,South Carolina,2017,5,"2,308,547","2,209,859","98,688"
46,South Dakota,2017,5,"455,900","441,358","14,542"
47,Tennessee,2017,5,"3,173,238","3,054,059","119,179"
48,Texas,2017,5,"13,545,404","12,951,366","594,038"
49,Utah,2017,5,"1,543,901","1,492,770","51,131"
50,Vermont,2017,5,"345,346","334,993","10,353"
51,Virginia,2017,5,"4,309,486","4,146,856","162,630"
53,Washington,2017,5,"3,719,971","3,544,553","175,418"
54,West Virginia,2017,5,"777,311","738,153","39,158"
55,Wisconsin,2017,5,"3,134,228","3,031,530","102,698"
56,Wyoming,2017,5,"293,071","281,175","11,896"
1,Alabama,2017,6,"2,183,742","2,089,327","94,415"
2,Alaska,2017,6,"359,773","334,812","24,961"
4,Arizona,2017,6,"3,319,371","3,159,326","160,045"
5,Arkansas,2017,6,"1,348,160","1,298,417","49,743"
6,California,2017,6,"19,185,241","18,260,479","924,762"
8,Colorado,2017,6,"2,983,375","2,901,893","81,482"
9,Connecticut,2017,6,"1,899,739","1,810,231","89,508"
10,Delaware,2017,6,"476,148","454,517","21,631"
11,District of Columbia,2017,6,"401,121","376,292","24,829"
12,Florida,2017,6,"10,078,216","9,654,802","423,414"
13,Georgia,2017,6,"5,051,610","4,814,938","236,672"
15,Hawaii,2017,6,"684,689","668,120","16,569"
16,Idaho,2017,6,"832,598","806,006","26,592"
17,Illinois,2017,6,"6,476,716","6,156,853","319,863"
18,Indiana,2017,6,"3,333,454","3,216,178","117,276"
19,Iowa,2017,6,"1,673,834","1,621,084","52,750"
20,Kansas,2017,6,"1,476,626","1,422,543","54,083"
21,Kentucky,2017,6,"2,055,675","1,952,394","103,281"
22,Louisiana,2017,6,"2,101,283","1,993,636","107,647"
23,Maine,2017,6,"697,997","674,071","23,926"
24,Maryland,2017,6,"3,205,514","3,070,819","134,695"
25,Massachusetts,2017,6,"3,685,642","3,546,165","139,477"
26,Michigan,2017,6,"4,880,622","4,662,760","217,862"
27,Minnesota,2017,6,"3,058,239","2,953,742","104,497"
28,Mississippi,2017,6,"1,278,463","1,213,029","65,434"
29,Missouri,2017,6,"3,064,985","2,951,384","113,601"
30,Montana,2017,6,"525,939","505,142","20,797"
31,Nebraska,2017,6,"1,011,431","982,150","29,281"
32,Nevada,2017,6,"1,458,918","1,385,459","73,459"
33,New Hampshire,2017,6,"754,385","734,128","20,257"
34,New Jersey,2017,6,"4,460,352","4,254,705","205,647"
35,New Mexico,2017,6,"935,660","880,499","55,161"
36,New York,2017,6,"9,570,659","9,117,029","453,630"
37,North Carolina,2017,6,"4,934,301","4,716,865","217,436"
38,North Dakota,2017,6,"410,317","399,784","10,533"
39,Ohio,2017,6,"5,785,124","5,493,398","291,726"
40,Oklahoma,2017,6,"1,835,464","1,757,734","77,730"
41,Oregon,2017,6,"2,092,727","2,006,925","85,802"
42,Pennsylvania,2017,6,"6,429,454","6,117,991","311,463"
44,Rhode Island,2017,6,"552,966","528,797","24,169"
45,South Carolina,2017,6,"2,310,850","2,212,394","98,456"
46,South Dakota,2017,6,"456,183","441,520","14,663"
47,Tennessee,2017,6,"3,180,801","3,065,895","114,906"
48,Texas,2017,6,"13,563,216","12,982,307","580,909"
49,Utah,2017,6,"1,546,548","1,495,521","51,027"
50,Vermont,2017,6,"345,563","335,338","10,225"
51,Virginia,2017,6,"4,315,181","4,154,719","160,462"
53,Washington,2017,6,"3,727,894","3,552,475","175,419"
54,West Virginia,2017,6,"777,991","738,485","39,506"
55,Wisconsin,2017,6,"3,136,337","3,034,318","102,019"
56,Wyoming,2017,6,"292,919","281,071","11,848"
1,Alabama,2017,7,"2,184,590","2,093,230","91,360"
2,Alaska,2017,7,"359,397","334,477","24,920"
4,Arizona,2017,7,"3,326,257","3,167,678","158,579"
5,Arkansas,2017,7,"1,349,144","1,299,024","50,120"
6,California,2017,7,"19,200,581","18,285,677","914,904"
8,Colorado,2017,7,"2,993,700","2,910,350","83,350"
9,Connecticut,2017,7,"1,896,542","1,807,896","88,646"
10,Delaware,2017,7,"476,641","455,201","21,440"
11,District of Columbia,2017,7,"401,520","376,715","24,805"
12,Florida,2017,7,"10,087,485","9,667,659","419,826"
13,Georgia,2017,7,"5,061,746","4,828,823","232,923"
15,Hawaii,2017,7,"683,294","667,191","16,103"
16,Idaho,2017,7,"834,646","808,241","26,405"
17,Illinois,2017,7,"6,481,304","6,160,307","320,997"
18,Indiana,2017,7,"3,337,942","3,219,150","118,792"
19,Iowa,2017,7,"1,673,930","1,621,789","52,141"
20,Kansas,2017,7,"1,476,897","1,422,992","53,905"
21,Kentucky,2017,7,"2,056,677","1,954,955","101,722"
22,Louisiana,2017,7,"2,102,143","1,997,121","105,022"
23,Maine,2017,7,"697,961","674,279","23,682"
24,Maryland,2017,7,"3,207,616","3,073,260","134,356"
25,Massachusetts,2017,7,"3,690,606","3,551,639","138,967"
26,Michigan,2017,7,"4,887,810","4,665,932","221,878"
27,Minnesota,2017,7,"3,060,454","2,956,931","103,523"
28,Mississippi,2017,7,"1,277,866","1,212,939","64,927"
29,Missouri,2017,7,"3,065,765","2,953,279","112,486"
30,Montana,2017,7,"526,155","505,332","20,823"
31,Nebraska,2017,7,"1,012,125","982,812","29,313"
32,Nevada,2017,7,"1,462,296","1,389,400","72,896"
33,New Hampshire,2017,7,"754,886","734,628","20,258"
34,New Jersey,2017,7,"4,459,059","4,251,211","207,848"
35,New Mexico,2017,7,"935,466","881,107","54,359"
36,New York,2017,7,"9,572,659","9,117,049","455,610"
37,North Carolina,2017,7,"4,943,175","4,726,877","216,298"
38,North Dakota,2017,7,"409,790","399,175","10,615"
39,Ohio,2017,7,"5,788,356","5,497,817","290,539"
